temperatura_C,umidade_percentual,velocidade_percentual,conjunto
38.9802318211144,55.36938456051671,65.2545289658167,treino
37.9334418137919,62.44095787349009,71.97968795248009,treino
21.485995996363357,21.520641899286275,18.348933562198518,treino
17.863251838399336,69.09737708704026,29.344351273730062,treino
30.82294073169052,38.923925173952924,41.91724420121459,treino
24.04531526383476,35.319962615624256,25.501675885051462,treino
20.81424851322184,60.52842673251698,30.554359586400764,treino
23.038324787058293,32.23651703631035,24.339401918807642,treino
31.062081899888693,47.2367698065456,48.83062559723718,treino
27.613155925555752,27.229843537493473,27.266031672949048,treino
19.13278308418228,35.70911248722804,20.184618990920175,treino
34.035814079600186,29.803878328264343,36.230931203504355,treino
30.750296114409966,88.40349109400502,68.84571608307256,treino
39.58542689982344,50.23619627003373,62.548697503416534,treino
23.46141208243315,48.51536715040806,33.73229550319488,treino
29.52473434370127,59.254416219340854,51.605649920438026,treino
35.61660476140853,48.08854749302793,55.636381712780015,treino
36.256857470843045,89.63769495346075,87.417888980924,treino
37.32802803305494,57.19896681180706,68.64539742283463,treino
33.61905389769543,59.32732510440995,58.92987618630306,treino
23.66232153282622,59.981715343901875,40.50652621045096,treino
24.26995060581453,66.19659107904951,42.640773991086455,treino
27.214601133788335,34.859399718852,34.07449503476762,treino
16.26299240930013,84.95794257160769,30.864555832761155,treino
39.48926701466482,26.62478377745721,44.61027265613387,treino
32.62913446565838,39.84645366194604,46.18177205540493,treino
35.97674327204284,45.25673929922607,49.81060161505981,treino
27.658248290515825,49.30592611203612,42.51691385627016,treino
39.08028058873449,36.46794718909515,55.19856344816757,treino
20.877427922016487,37.27075374356299,22.038814089551913,treino
19.689842048487282,74.80336919202068,34.65841602260346,treino
36.6393134830257,85.30534209174536,85.57664956528241,treino
20.36461682048823,81.25753293257581,33.88151043907804,treino
39.758041608156816,32.34489034924609,48.66397894394475,treino
21.806039046128976,47.30438131095704,29.01582163580935,treino
22.90535379560108,74.72299333017617,43.172369997547676,treino
38.18651146260066,33.66298708730589,47.82394102094428,treino
17.801759274967438,36.15224136870519,18.095043918293253,treino
38.12104672545155,58.807931636583454,66.78562170084527,treino
17.5417975725929,59.75539612999448,23.835312506395688,treino
31.790320221396467,37.83098450822272,41.89801610154467,treino
31.74534986706276,28.80649128185997,36.8110703259618,treino
15.620578294964314,31.885998164089525,12.106380750164536,treino
30.989081780927755,66.82633612941058,58.651012225029696,treino
24.134461579978336,56.92203410507913,39.63930222464082,treino
28.98017901863534,47.97732946145458,41.633111072214575,treino
24.840761420800707,42.475993848829845,33.48488131589551,treino
22.598752451565304,67.979940453271,38.42546800584682,treino
22.421911864282134,72.04219728556697,41.09371675171729,treino
33.88325431986861,41.96927404781526,49.36746605533046,treino
39.834212460279446,79.19895804528805,83.28280125154124,treino
34.68974590573348,41.09242503638308,47.811443445985006,treino
26.996585013776627,76.82266598534855,54.33296475534538,treino
28.318056901643505,59.55545374414939,50.30023671866803,treino
34.507537347734804,57.42205259024927,61.72656455127045,treino
37.10364278417043,63.245223595390826,70.19119824507727,treino
18.84032247651587,81.79778962238547,32.93004898987399,treino
38.189063775162694,67.36566677567464,72.64721482650408,treino
22.95997794571149,68.02349086541301,37.447668751857705,treino
18.12309198264108,35.309295830614445,18.867749139300738,treino
37.97057983826707,28.407744107096903,42.27058559754294,treino
19.031794475840044,53.64253416596146,23.077027344779154,treino
34.12497143540064,63.78347098397554,64.75604145549813,treino
29.892844367143184,56.09812069653805,48.303789363571575,treino
29.054268343439304,43.57995806832881,43.804580418712526,treino
19.282282602319718,78.64018007309288,36.714387287121035,treino
38.538471418452474,53.25157108030525,65.55020512392642,treino
35.414219085597765,72.79900604565248,74.7685948360128,treino
17.73205727786395,48.82904082106816,18.712047966015373,treino
30.547444334381144,32.97626909617399,39.476935031491664,treino
16.116227224356972,36.519808383438686,13.49383134521414,treino
28.24364165456245,62.96797790663081,50.44990391054145,treino
22.928472320567884,77.34399155057862,42.876718047349186,treino
18.44483839819513,70.73717755728111,26.024290028289716,treino
34.302622283864636,30.31981674399101,41.07008861708806,treino
31.5905261665088,62.139787446927066,57.84220672420301,treino
38.0166464568392,84.86693416568974,91.56254963836209,treino
37.0095075031923,73.22951796292323,78.05619372853673,treino
33.05898376491126,73.52670599933998,68.89711441817167,treino
32.45301959946593,22.462318752909383,34.91529020529044,treino
34.3003108027747,32.27425580177453,44.99074600307806,treino
28.297152283651705,71.39024420326427,56.45725750699242,treino
15.268191124391906,24.895214203380284,10.140241649572225,treino
36.08937378994382,44.20115640338428,55.94864229772751,treino
21.089918633965183,58.77867880718016,29.788215959821997,treino
35.03704527148538,47.4054789179102,53.56026092736502,treino
37.5638492304808,81.84708854965953,84.74534819477931,treino
18.65433110481746,23.09225720609129,14.879777132049785,treino
34.619086231304685,49.591382399044356,52.87865039721403,treino
27.332249396266665,80.70205936246941,56.85696339939149,treino
24.963812667538516,38.76595733743857,32.31066458623861,treino
32.7476174320326,59.79988002926148,57.07690313892001,treino
34.95243589545832,34.27024391306807,46.13119295490321,treino
33.46450966143456,62.723477215312585,59.035825628047135,treino
30.5089427414511,38.52981974336761,41.3834291779911,treino
39.03874073852582,73.17501366144762,79.85170709513864,treino
19.138293068381955,76.43336758113077,31.945171765539367,treino
25.949740073009316,72.7639475750769,46.615635603142294,treino
22.774037748019154,39.14007914886707,27.042410363459332,treino
34.5182257755492,67.23155831444944,64.29863648060419,treino
29.60244922281839,66.44172800603607,52.28009697986325,treino
33.47460009788854,56.53429295384774,55.65509285937715,treino
19.86596769629919,41.17361967965497,22.810722430902103,treino
36.33507683170416,51.07600204771835,53.860423429422724,treino
35.80649503488003,21.38365117398842,41.14467070830055,treino
25.314289231842007,34.37732083706847,29.88424247961673,treino
25.82431232169418,35.411052380660976,34.17764792691416,treino
19.537460239913102,48.606856415669895,24.085390568785336,treino
17.47311262762056,21.480920799630542,14.235899242299068,treino
39.55916707761331,30.50277047737471,49.15768225788657,treino
15.100190118333487,35.56575495277675,10.657089286797362,treino
30.15039551750027,45.01587364514379,42.13180040689154,treino
22.368879830069076,57.00602766758037,32.43021954930171,treino
27.022760707501966,52.603020825007846,39.119650250822275,treino
20.863378761032465,34.03937299250878,18.092932376668855,treino
33.17486535717207,50.54216617859842,53.22043832944121,treino
25.01128113113196,85.97978802200365,54.783185907545885,treino
35.024096341041904,51.22510250441583,58.12893322920239,treino
36.16196340169893,51.84260812128472,61.265833123849006,treino
38.65061133895237,32.796613930168355,47.459423705373524,treino
18.49421027384892,86.18639237153346,33.69867941230364,treino
29.768619854094155,75.66625810078966,63.0733427997279,treino
31.71007404476179,86.7045727939896,72.67137429362579,treino
19.91855451876578,43.34849485348488,23.424350595485922,treino
21.950552665020346,67.69306308827838,33.030710152044676,treino
15.782087822541113,25.184037835835152,7.5353371530596185,treino
15.74018222821533,76.1904423701856,24.44236742561529,treino
25.0338889388347,38.622161083516566,29.348163444564502,treino
37.599332271951,80.19793805911242,80.53249460767185,treino
22.409051425279124,23.53751920550404,20.980170153792415,treino
34.48693851928322,70.61796615017703,64.32102620026771,treino
28.52141592362378,47.65712862835236,45.03994335659856,treino
24.159811245656186,22.6979399526405,21.823488305346814,treino
26.946931850593643,47.473931398546064,40.537062235302145,treino
17.99333971252807,46.37138055124135,19.685768804124724,treino
25.295272414639257,53.45626065178817,37.91171424077242,treino
26.394407245840277,30.777450780433853,29.42020662673129,treino
34.861425762397104,30.541880107010243,41.78705107991456,treino
26.853316877254258,88.69709708771012,60.37569462307011,treino
17.19272529776921,22.806650691094315,17.060929306001057,treino
20.916559074939528,28.5378274946736,19.230805251790617,treino
29.860841593911296,89.76740480634074,67.0677602403717,treino
37.25048642794239,29.455585455226686,45.0266014662963,treino
27.422914903258736,50.885592393639065,41.52856141116022,treino
34.68580554964885,49.97189044562113,56.90064602059861,treino
18.420531950740656,41.40601601169972,19.421569382437003,treino
25.947600929968832,80.99863607188499,53.37155500992119,treino
38.96072952252431,45.037784206818195,57.139794206027254,treino
37.24141054188493,63.86474523882371,69.84750206767964,treino
27.057585923572503,49.73438473708191,40.57445558938788,treino
28.06579438782807,21.67792488695688,29.226683318873864,treino
25.46520751975949,56.557562578766046,41.03474724008958,treino
19.487301808652184,48.97512233382206,24.329315719374698,treino
36.030092655373906,51.46725687864646,59.21441265378735,treino
36.86437849638929,21.250267142262658,36.67905632751025,treino
21.341612664045712,54.54546063054388,30.87542993389623,treino
36.33361677860148,35.72826321821116,49.453872276263795,treino
22.75809182250237,71.43075915464058,40.383127834458755,treino
35.10311315455657,46.97586365999721,52.44557901683089,treino
17.66048829678457,80.71121283508269,29.682987390469236,treino
32.369953220462456,57.55415466265755,60.288884126951864,treino
18.045812615713277,38.2129258740094,19.385298230718714,treino
39.61445203579062,46.482260995664994,57.48939774311041,treino
28.92580380853196,64.25417500804036,51.2355160848421,treino
32.07622383106137,48.21981428833573,47.69354433013472,treino
20.226441465056038,53.67861712342048,28.93143009622255,treino
28.238551382126808,56.61633494955205,44.23600856256849,treino
27.254938560039662,54.855229695222135,43.73707569496713,treino
33.96055592961885,20.03976904812611,33.5291361975076,treino
32.57583664247231,33.43448129877598,40.52641186298112,treino
24.27305709656097,80.25606815343752,48.859896557802365,treino
22.61166316190082,61.959876600595464,32.059127856776726,treino
28.728609589991986,64.65557209726515,50.712636238952285,treino
35.90612942106503,71.6260596108408,71.11096716670855,treino
28.839485016449895,88.32898734841955,64.99999494416899,treino
27.267674858863025,75.12247122420516,55.343031915825755,treino
21.331386860004933,23.217427453809805,19.469670881319363,treino
20.782013492171306,53.71141124442305,29.558657398881138,treino
23.70078558523786,48.14334587099486,29.371433164076322,treino
20.060114828142957,54.76133351923971,28.676114358226904,treino
23.54817346364151,84.21769124862995,50.6321052337063,treino
25.647052159337747,85.07666346436886,56.05888588728749,treino
17.767301850740402,25.025799965203213,12.479809080275839,treino
25.959656464604823,81.28773311690654,50.163660907744216,treino
26.569984139837896,84.92534017375347,51.77918227911178,treino
16.513211270663405,80.66261825075708,21.517079688792464,treino
30.20323029786479,35.37057145414639,36.76857948148878,treino
18.493812090232744,37.26762640583031,15.876074741804358,treino
21.952833921787196,65.91110026879883,38.590503386623304,treino
36.46494799778456,29.032104002742923,40.65641728044207,treino
18.539897214219366,52.72391776000003,25.69363335323549,treino
30.404142500603033,75.63253908923002,61.15262668734892,treino
38.98330869089021,62.45964346368009,71.08865960792228,treino
28.12720757418153,74.75478366874566,54.284858368543446,treino
34.56560261573867,88.7501007422491,81.15254546308886,treino
38.094582902329506,53.27139325185229,66.25776787964105,treino
20.44071316742405,24.677802829102404,16.070126590235347,treino
27.61978707258745,35.76243662738818,36.544537686867265,treino
24.261492650871723,83.4960428836656,47.502238721424476,treino
39.187743310855254,70.38477745150823,80.05431570256877,treino
25.477857982907594,61.00399276083057,42.034514486465646,treino
18.1415963217134,30.750584536028015,14.17982670872554,treino
18.06894831028715,81.25589393378576,31.94595366005994,treino
36.51797670814735,87.57911674372149,88.27541125131523,treino
32.43420072648409,30.6628697110303,38.196918504696534,treino
15.34840719270504,21.86044354981042,8.147962876060681,treino
23.353251012538646,82.62815208074704,46.122030569988326,treino
32.702280892089696,63.530342145803836,62.42699197621573,treino
24.627237402508836,61.81761703516885,39.063282616478325,treino
37.565059913596045,33.481357626163685,47.2126547968157,treino
38.19488575430701,85.14791419812343,87.73274323942495,treino
31.547912868172375,54.28769792647239,53.316237922103966,treino
15.567801828346512,88.4743101535193,24.816608158148643,treino
16.23135299818985,47.40443856714644,15.219843684504637,treino
35.35050961665087,84.67121496489544,83.06492565461032,treino
33.77096461862149,67.19366347113714,68.29379676204908,treino
30.01834797156606,25.44212668475295,34.29026547030709,treino
33.83761407500645,42.14530201357006,50.39271526930109,treino
26.463702044963778,59.72136794845263,44.3539538630028,treino
28.385869745750078,75.06547987455195,55.44222980011378,treino
35.67933561301716,33.83668875782477,43.69083704951382,treino
16.79555351257211,66.19903709659799,21.270122684924587,treino
30.418904476932727,53.406303698305756,48.09022149775055,treino
39.3905587909189,47.50491740991633,61.90653481990212,treino
16.27401206437215,23.561651418151023,7.880982293368113,treino
32.49439861472665,67.09973762794255,58.35619200607528,treino
17.191247982902524,77.12392117269818,28.746869587528323,treino
22.11800205844839,31.92388355609632,21.76388239350805,treino
34.981117912801665,52.457300027705074,60.280405656255496,treino
17.496561929018238,56.9979210259717,19.955458684536463,treino
33.12958302127172,58.79999100084996,58.35941388148806,treino
28.824826631322498,50.17534503465568,44.27918646488681,treino
35.56457726543579,80.32700924712097,78.70940058893994,treino
38.40349967096155,22.512922020515123,45.86575711818304,treino
32.550054527759286,24.22315730019552,40.02803990958827,treino
25.802325994377593,38.94425065896023,32.14636815114253,treino
26.710416031169274,60.72091085711004,48.16790745860401,treino
31.298275639499355,26.988174002375313,34.315992830222875,treino
30.02101019862702,73.23822159109068,61.287011814680554,treino
26.25964844738918,52.27696011084353,38.436743194099,treino
29.984569788021087,35.455854484625384,39.422440030813235,treino
33.01739866795879,77.01317132216538,72.61180207103071,treino
25.159671536001763,83.88702846788752,50.993746771397355,treino
30.085611358333036,30.74720824359332,40.3206608738309,treino
23.471390890240123,58.99012473170151,36.06044229623119,treino
19.137193939544375,40.28838796946441,17.55110224732531,treino
17.728599919143374,29.428441744634313,15.513653572964149,treino
35.83646384471399,52.32725380148238,57.81559768104022,treino
29.52791523052256,77.86280392605511,66.73165914556682,treino
17.547353932863622,62.44539881508746,22.6446874851268,treino
29.989836038065306,31.437419010461813,36.65058110654568,treino
30.40772424818832,34.13070761266788,36.1299203434559,treino
28.87995105817062,53.32642296750625,42.218964573401834,treino
28.27125985719536,86.63501530566356,62.46777910171329,treino
32.756130033399664,34.09438233369006,38.62241328375342,treino
15.475853695437165,59.81836637690233,17.079410441331163,treino
37.1600721680927,87.24108737546375,89.81282251785568,treino
29.450430395188555,65.7234319515973,49.43115470955996,treino
17.92758914750276,63.31003447187494,25.56312332945759,treino
18.71097474800145,70.53347456588735,27.95458066230058,treino
20.170338187850792,27.195838730132458,16.8201602881297,treino
16.43079850383151,74.59088907106182,22.628581448240567,treino
34.651607631923845,42.34095462256491,49.38255081449602,treino
31.80600232599529,24.72629361311905,34.970429423645825,treino
28.89923570071121,36.85271498499886,36.72086199614897,treino
36.278277494048375,36.54523047684812,46.005389571453094,treino
29.707656210225206,61.506964180473126,52.85523265695699,treino
15.13574585321751,51.94827005312918,14.043828828822036,treino
34.323434703382105,44.22446760333143,49.74340927196475,treino
23.483053643414024,84.74737308948617,46.52488411115375,treino
18.302570932538597,87.45059385555075,29.35149297485472,treino
37.73880609678375,75.51034852717413,81.44522670268262,treino
34.3088246918642,69.81940746435714,67.45246722189313,treino
16.452712043036183,21.10638888080937,10.65682349204069,treino
15.18286140732539,78.38846244014758,21.955254555070262,treino
32.19162622915231,41.5833242766991,45.07293346200281,treino
28.28527602511444,42.00435598409334,36.94638227859921,treino
34.59560273439284,48.86624400080572,53.638890275048816,treino
16.36250787478239,63.81926896893565,19.555696547236458,treino
19.32819616056258,86.41901749040488,30.62872865347819,treino
30.849377792027127,85.48793606898586,67.16583972114888,treino
29.123765286811047,39.907799420138616,39.05569564678961,treino
26.377946060294057,22.162498592522255,24.18630828810693,treino
19.99439129150144,59.28561475230309,25.183130533087173,treino
34.59745522766033,43.38778868711289,50.784727138945364,treino
25.972786507626168,54.38802124739563,41.843335366180575,treino
28.401700898690933,72.88776797313992,55.90524296062876,treino
28.886542753444097,33.684707917761116,35.89004025999747,treino
19.06858715262394,51.31749262544766,27.440119984930554,treino
22.86126729360503,71.56011651810131,37.63333134960776,treino
35.02210440212742,53.72344859535202,57.007371276192174,treino
25.46000110392151,23.5583423363934,25.095256815313736,treino
31.8649369244756,46.7948213946179,47.18475246039141,treino
23.671745113370925,70.94903092781028,40.894306053467645,treino
36.857859132270185,64.67564870484358,69.80121696995101,treino
25.422234214872127,84.67302803818009,54.26532324619459,treino
15.89606878545408,69.8342467412005,22.129580261338877,treino
35.05149467464311,48.703415084049595,55.963823139477526,treino
34.34890121389908,24.344417457810867,35.070031893006394,treino
24.486601993173224,59.386760968235315,37.05382305572664,treino
34.79936062853435,26.566547680540744,37.804569486473085,treino
17.001232091154627,72.62464964615471,26.77954006547643,treino
39.48061584268199,88.99347710584055,99.26306786704849,treino
24.696042379091246,58.51677843357803,41.0324459925736,treino
30.274688675915705,89.63704249807259,67.91429368080021,treino
39.92586644593933,33.25544441709977,53.86018612285074,treino
21.39912726419007,38.021637152677435,23.239628972261134,treino
27.349770481112973,58.6529449991531,46.255736323720235,treino
15.307567147215071,78.42953650288551,22.82318657682714,treino
31.406725983187254,69.33868261302267,56.01456680870195,treino
19.523166305771703,41.20752401861114,22.53426352508771,treino
27.037283508157017,30.877798348009293,30.144338646460223,treino
18.80780256782921,36.81583933043022,17.143302415641433,treino
17.509891141245234,22.978627235274356,11.786171963544588,treino
37.33616599244658,28.323724362377234,44.109774087387144,treino
32.01786316998766,28.963682738345085,37.66718189502001,treino
37.02590129794675,32.39009877849387,45.97502238935006,treino
25.91793473080906,48.004301229432876,34.49426976910964,treino
16.299046661627607,66.11273868716907,18.159644137367287,treino
38.12800295941993,56.152158184494866,66.03116826863192,treino
34.474908864453226,35.01772807921006,42.237421889112696,treino
30.14812944119319,45.311932070086385,43.75232763334833,treino
35.10979569867693,46.114241129063714,53.35524716827166,treino
26.837235026423848,49.166619862791606,42.667506671995895,treino
16.29144792535997,47.043902005622726,16.96021694868233,treino
27.470423963287132,82.29293049506317,59.901822093703124,treino
15.570096775742437,42.28284713403142,14.728201991269762,treino
16.058763789504177,76.04085344716951,19.657685536961935,treino
28.871311734787085,30.280461437498296,34.86989501682055,treino
18.857237301688695,71.695749888064,29.0579723355021,treino
36.23588332724448,81.75225492302636,84.9875461282854,treino
35.777816803122654,88.29169520798797,84.09301040278721,treino
17.961964430426033,83.20924073842957,29.915347185405693,treino
36.47457151394285,55.01467545193465,58.38844809174602,treino
38.82248487674362,26.492925419714634,43.8734030598949,treino
29.037234860359614,89.06401228042611,63.943340218065536,treino
27.16645827095401,44.73363865479274,39.580168413717416,treino
38.40108925122408,72.66302401034869,80.54215659233336,treino
34.02849254975882,84.52967151084965,76.11734132077495,treino
27.2375501626802,64.48922478071293,49.8557842190102,treino
30.865727935456576,54.03964288694073,50.65848364027059,treino
20.848487146633516,85.51562496050082,40.12703242487708,treino
34.12008881518086,20.77116671689599,31.904391071650863,treino
29.61597085335414,36.59434538892643,39.66043146258293,treino
15.445919599424693,32.329680942115594,12.06358828925199,treino
21.67439157729734,42.50819775686297,26.951922384951725,treino
22.94089085908904,35.16356549288299,25.02657860147496,treino
38.32558054000528,34.986460253570414,51.1163838135148,treino
22.523717294523493,20.074722551592306,19.484376630262595,treino
28.559110057555124,45.17664055666277,39.219750240665505,treino
33.41764221205551,67.0297932029847,64.35140866758418,treino
29.526528492509875,26.66393608726048,31.33337411263946,treino
30.567718624705204,26.18816034904721,33.886203323498414,treino
15.118534822796848,64.69272694353184,15.461352038885192,treino
31.54153157919403,77.61753359648299,66.10808862878255,treino
35.81695490144594,66.72429462027306,69.9999271469325,treino
33.557948735449415,33.197116371191214,38.23623860227706,treino
17.40977405383748,89.90266605083411,31.136851852430677,treino
19.790075241567497,40.740974131743954,23.759319132106587,treino
26.4728943884585,83.72288371296767,59.21878477339507,treino
36.98000060769363,40.02331112882767,55.08537762421281,treino
33.365527298379035,30.752128277643095,39.77358662945923,treino
38.25961543972876,88.06423735535186,91.25937012724513,treino
15.05771931466855,43.453281425359435,12.967764653473633,treino
34.459587426844045,66.1997003160806,66.96321408239444,treino
38.51486024238796,36.005192186348026,54.1762569230139,treino
35.90760726375595,51.37684432194249,60.68357912977396,treino
32.63515913710032,28.909333883032748,38.14517523377033,treino
18.096744371605524,89.5854440716665,32.83140532445539,treino
37.72662036057371,67.45802967815312,78.93162366529037,treino
19.007800624556452,44.65487454955869,23.639400213615126,treino
17.112330470588006,81.47031972588762,26.449559050928727,treino
15.184056743775137,29.055396242079212,10.67712520240864,treino
35.93455905862672,52.179662511751445,58.823273601704564,treino
22.84733424504973,27.750698102038804,21.9996233891103,treino
17.42444721763698,54.58445225632439,16.73400570960382,treino
37.96984202256702,75.7600210861884,79.21523764891552,treino
38.02426181218625,60.3802670948315,66.33395449608176,treino
28.40501032778438,53.07891883358,44.331548019988155,treino
39.86754372337562,75.14549954472109,85.3022219071171,treino
15.441719524997804,72.4547003189304,20.022884916044873,treino
24.904162501481224,51.54035245206171,36.57928209056922,treino
15.367071089001769,30.80961616154997,12.703493272077335,treino
30.28859014942674,57.6053218586038,51.90499759165982,treino
35.69077929981455,22.817761795794663,41.01178985063013,treino
19.62948362383919,73.91351794764986,33.73125033861862,treino
22.926022782930946,35.95774405562277,28.247637023981067,treino
24.16520962331531,53.40404432980472,32.31804512582253,treino
35.94950546638458,31.026633892223565,46.09718599429603,treino
31.780785332714814,29.77365579253845,39.56441068180152,treino
19.1743229976926,79.03260200333852,30.66517160187073,treino
26.777405153578314,62.704233802102166,46.09668774429251,treino
34.34301706879066,37.2112910903541,47.33345251973549,treino
16.334548315679385,47.82675171884951,18.306806413921457,treino
25.406560642579805,85.29457337598878,55.74709348269782,treino
38.28090589225255,66.78315185566076,75.55636545335678,treino
26.649628824530684,81.20339794343693,55.46102617623177,treino
39.500679488854814,35.81502705417478,55.410525050346045,treino
36.875123555865216,80.63012244317142,85.27975252190609,treino
31.096628002016615,53.09487809312987,50.17955131190728,treino
27.971459009661224,26.018764507766157,31.41868349000831,treino
23.340943958205955,33.1932012108611,25.88185257489597,treino
30.04436889669271,64.56691959414142,55.935334347607466,treino
33.343837435947904,34.915245407930165,47.39766290226555,treino
38.89058142617425,65.24035342599913,76.1039025961935,treino
27.064312714682348,58.65138923130989,44.0543903099094,treino
21.329615153165037,41.85499910454548,27.329749416055847,treino
20.941459084014934,29.452666723936524,22.112411486699106,treino
26.206140331358775,47.44420156908103,38.578063607037336,treino
17.624492897401765,48.11631438065635,16.71508857086217,treino
24.317558532668354,68.3281368160851,43.331226529394065,treino
25.87742650007595,52.52757465001307,43.89000041376861,treino
32.94097869103919,79.5697984036515,69.83469994956975,treino
32.522025253016466,28.98052809577841,36.18739016200693,treino
30.77080600911856,85.71637479449268,70.04395277368377,treino
24.42861700889202,88.95326877046097,48.65370618135993,treino
32.15240912763622,24.187703612210942,37.30034600657282,treino
15.935313904404495,31.760059400450977,13.142226669257976,treino
24.354601085179567,82.18558171439884,50.028770914707714,treino
16.21746180784628,88.80910200751349,27.592018866508745,treino
24.430149572075095,43.14738978624468,31.69128633844599,treino
25.198548778282053,80.71964776378086,49.48750008325889,treino
18.694584313554792,25.65146960019174,13.856024224683287,treino
17.26101817460332,78.95082588618104,26.320945967264063,treino
16.45756854222665,79.77890633030603,24.007792521224705,treino
29.4804892235474,85.30305476892772,66.22218033999523,treino
39.54514868856339,76.83917410573814,81.52692340965011,treino
25.864077117442257,49.20775269010804,40.772107751933135,treino
30.92684709978019,85.51118714077563,67.46448614769554,treino
34.46877259914487,29.683034908123446,38.744065902604504,treino
19.41931957348079,88.6574801873124,35.955797896352756,treino
34.41919851730546,58.04469165559025,60.07526783551379,treino
24.122984026956313,32.262639749920254,30.40981979065794,treino
26.464016061462246,50.6489095973086,36.13934312764334,treino
39.977618261855966,69.54907260810134,85.76835837961399,treino
26.15390688935077,40.25240952716342,34.9197899360376,treino
22.400821572750644,65.0806581014908,37.14710790291385,treino
27.526119377584088,51.95165361599902,39.640578586872905,treino
17.377393705748364,33.13265049355235,17.829687121924266,treino
23.560091920265716,89.11188339700007,48.79205876493829,treino
36.14492394505356,41.019033849976864,48.746076329002335,treino
34.00037429360087,76.73638009618583,71.26682621245293,treino
34.55012926845443,39.334515441959624,48.40403667240876,treino
29.961929788943415,48.201572595534074,41.76976562569167,treino
31.35256023705892,74.30537605059634,64.18859701907999,treino
22.53780222869691,61.01729618672383,33.058363039300396,treino
38.16912472121504,61.97867497011933,71.31630505213523,treino
35.63498777990803,57.442870708310934,63.585973068686876,treino
31.022215864653987,69.3519737566935,62.72521667262893,treino
22.809166034551026,66.40367999470666,37.021617825359506,treino
32.50662755005622,65.88624168401367,61.150196338389065,treino
22.203890354561544,31.241181880944307,24.102144090358898,treino
35.20628680160755,57.72592363849308,60.06512331213619,treino
30.65031202352643,64.17458100103212,57.08618302297405,treino
24.865747203752058,38.839135050596404,32.8990639870985,treino
30.844244326731577,32.282357260536145,36.572609237185745,treino
23.268393551371666,29.871910996501022,25.798030115243172,treino
37.71451726769018,20.525492295999992,39.24830732606759,treino
20.963820515684713,26.282726467583668,20.968566863882167,treino
37.29193165637285,35.34324515350426,49.5220995946551,treino
21.768968782945006,33.65869687646355,24.532626906464593,treino
18.575546879165877,58.197298585673344,24.41655927004109,treino
33.5900091276913,41.22414536442142,47.18186849224933,treino
38.38453423916237,48.58261158430922,61.22716174582877,treino
16.67916672119417,72.13396494717279,26.17588897794339,treino
39.80938910139592,45.75330381552723,60.06578674036389,treino
26.357949046043665,30.903036968220555,31.072419993085106,treino
36.91776993161548,32.50229229879824,47.24568029163962,treino
16.952709827009098,68.22310167170805,23.200546851390985,treino
28.414200339427232,63.03157209318023,54.05677923457687,treino
30.86350662379493,28.249073063408176,33.89227485661454,treino
26.98423910311351,89.54800977507932,62.151618856006614,treino
34.433967833192305,58.522645398834754,64.43873177564348,treino
23.062261024193248,34.10744827746682,26.55457373445133,treino
17.631951996353123,77.38662007666169,30.33816495444218,treino
19.147671696913342,77.0551167353128,30.451112252640932,treino
30.359493513547996,79.89494851916825,65.40543548324003,treino
20.680968044619423,32.40648508744908,20.57185815456497,treino
36.21401221934062,43.15012467222738,49.08709206918924,treino
16.214232246173953,83.20248813411985,22.761559004073113,treino
